"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","consent_age","consent_understand","consent_voluntary","consent_valid","current_practice_images","success","timeout","failed_images","failed_audio","failed_video","task","trial_number","correct_answer","response_label","correct","response_time_ms","condition","image_left","image_right","question_order","age","race_ethnicity","sex","education","living_status"
"null","<div class=""fixation-cross"">+</div>","null","html-keyboard-response","195","1078450","0.0-99.0-0.0","uct298w7d1","","","","","[""https://raw.githubusercontent.com/annapusok731/lookit-stimuli-template/master/test_stimuli/bridget_alexis1.jpg"",""https://raw.githubusercontent.com/annapusok731/lookit-stimuli-template/master/test_stimuli/bridget_bridget1.jpg""]","","","","","","","","","","","","","","","","","","","",""
"1309","
            <div style=""text-align: center;"">
                <p style=""color: #666; font-size: 20px; margin-top: 10px; "">Trial 93 of 96</p>
                <div class=""face-images"">
                    <img src=""https://raw.githubusercontent.com/annapusok731/composite_face_effect_studies/main/CFE_Adult/misaligned/cody_zack.jpg"" alt=""Face 1"">
                    <img src=""https://raw.githubusercontent.com/annapusok731/composite_face_effect_studies/main/CFE_Adult/misaligned/cody_cody.jpg"" alt=""Face 2"">
                </div>
                <h2 class=""trial-question"">Are the top parts of the faces the same or different?</h2>
            </div>
        ","0","html-button-response","196","1079760","0.0-99.0-1.0","uct298w7d1","","","","","[""https://raw.githubusercontent.com/annapusok731/lookit-stimuli-template/master/test_stimuli/bridget_alexis1.jpg"",""https://raw.githubusercontent.com/annapusok731/lookit-stimuli-template/master/test_stimuli/bridget_bridget1.jpg""]","","","","","","main","93","same","same","true","1309","same_misaligned","https://raw.githubusercontent.com/annapusok731/composite_face_effect_studies/main/CFE_Adult/misaligned/cody_zack.jpg","https://raw.githubusercontent.com/annapusok731/composite_face_effect_studies/main/CFE_Adult/misaligned/cody_cody.jpg","","","","","",""
"null","<div class=""fixation-cross"">+</div>","null","html-keyboard-response","197","1080962","0.0-100.0-0.0","uct298w7d1","","","","","[""https://raw.githubusercontent.com/annapusok731/lookit-stimuli-template/master/test_stimuli/bridget_alexis1.jpg"",""https://raw.githubusercontent.com/annapusok731/lookit-stimuli-template/master/test_stimuli/bridget_bridget1.jpg""]","","","","","","","","","","","","","","","","","","","",""
"1016","
            <div style=""text-align: center;"">
                <p style=""color: #666; font-size: 20px; margin-top: 10px; "">Trial 94 of 96</p>
                <div class=""face-images"">
                    <img src=""https://raw.githubusercontent.com/annapusok731/composite_face_effect_studies/main/CFE_Adult/misaligned/lili_lili.jpg"" alt=""Face 1"">
                    <img src=""https://raw.githubusercontent.com/annapusok731/composite_face_effect_studies/main/CFE_Adult/misaligned/lili_emma.jpg"" alt=""Face 2"">
                </div>
                <h2 class=""trial-question"">Are the top parts of the faces the same or different?</h2>
            </div>
        ","0","html-button-response","198","1081979","0.0-100.0-1.0","uct298w7d1","","","","","[""https://raw.githubusercontent.com/annapusok731/lookit-stimuli-template/master/test_stimuli/bridget_alexis1.jpg"",""https://raw.githubusercontent.com/annapusok731/lookit-stimuli-template/master/test_stimuli/bridget_bridget1.jpg""]","","","","","","main","94","same","same","true","1016","same_misaligned","https://raw.githubusercontent.com/annapusok731/composite_face_effect_studies/main/CFE_Adult/misaligned/lili_lili.jpg","https://raw.githubusercontent.com/annapusok731/composite_face_effect_studies/main/CFE_Adult/misaligned/lili_emma.jpg","","","","","",""
"null","<div class=""fixation-cross"">+</div>","null","html-keyboard-response","199","1083181","0.0-101.0-0.0","uct298w7d1","","","","","[""https://raw.githubusercontent.com/annapusok731/lookit-stimuli-template/master/test_stimuli/bridget_alexis1.jpg"",""https://raw.githubusercontent.com/annapusok731/lookit-stimuli-template/master/test_stimuli/bridget_bridget1.jpg""]","","","","","","","","","","","","","","","","","","","",""
"1065","
            <div style=""text-align: center;"">
                <p style=""color: #666; font-size: 20px; margin-top: 10px; "">Trial 95 of 96</p>
                <div class=""face-images"">
                    <img src=""https://raw.githubusercontent.com/annapusok731/composite_face_effect_studies/main/CFE_Adult/misaligned/lili_emma.jpg"" alt=""Face 1"">
                    <img src=""https://raw.githubusercontent.com/annapusok731/composite_face_effect_studies/main/CFE_Adult/misaligned/emma_lili.jpg"" alt=""Face 2"">
                </div>
                <h2 class=""trial-question"">Are the top parts of the faces the same or different?</h2>
            </div>
        ","1","html-button-response","200","1084247","0.0-101.0-1.0","uct298w7d1","","","","","[""https://raw.githubusercontent.com/annapusok731/lookit-stimuli-template/master/test_stimuli/bridget_alexis1.jpg"",""https://raw.githubusercontent.com/annapusok731/lookit-stimuli-template/master/test_stimuli/bridget_bridget1.jpg""]","","","","","","main","95","different","different","true","1065","diff_misalign","https://raw.githubusercontent.com/annapusok731/composite_face_effect_studies/main/CFE_Adult/misaligned/lili_emma.jpg","https://raw.githubusercontent.com/annapusok731/composite_face_effect_studies/main/CFE_Adult/misaligned/emma_lili.jpg","","","","","",""
"null","<div class=""fixation-cross"">+</div>","null","html-keyboard-response","201","1085449","0.0-102.0-0.0","uct298w7d1","","","","","[""https://raw.githubusercontent.com/annapusok731/lookit-stimuli-template/master/test_stimuli/bridget_alexis1.jpg"",""https://raw.githubusercontent.com/annapusok731/lookit-stimuli-template/master/test_stimuli/bridget_bridget1.jpg""]","","","","","","","","","","","","","","","","","","","",""
"948","
            <div style=""text-align: center;"">
                <p style=""color: #666; font-size: 20px; margin-top: 10px; "">Trial 96 of 96</p>
                <div class=""face-images"">
                    <img src=""https://raw.githubusercontent.com/annapusok731/composite_face_effect_studies/main/CFE_Adult/aligned/lisa_paige.jpg"" alt=""Face 1"">
                    <img src=""https://raw.githubusercontent.com/annapusok731/composite_face_effect_studies/main/CFE_Adult/aligned/paige_lisa.jpg"" alt=""Face 2"">
                </div>
                <h2 class=""trial-question"">Are the top parts of the faces the same or different?</h2>
            </div>
        ","1","html-button-response","202","1086398","0.0-102.0-1.0","uct298w7d1","","","","","[""https://raw.githubusercontent.com/annapusok731/lookit-stimuli-template/master/test_stimuli/bridget_alexis1.jpg"",""https://raw.githubusercontent.com/annapusok731/lookit-stimuli-template/master/test_stimuli/bridget_bridget1.jpg""]","","","","","","main","96","different","different","true","948","diff_align","https://raw.githubusercontent.com/annapusok731/composite_face_effect_studies/main/CFE_Adult/aligned/lisa_paige.jpg","https://raw.githubusercontent.com/annapusok731/composite_face_effect_studies/main/CFE_Adult/aligned/paige_lisa.jpg","","","","","",""
"194079","","{""Q1"":""Often True"",""Q2"":""Sometimes True"",""Q3"":""Not True"",""Q4"":""Sometimes True"",""Q5"":""Sometimes True"",""Q6"":""Often True"",""Q7"":""Almost Always True"",""Q8"":""Not True"",""Q9"":""Not True"",""Q10"":""Not True"",""Q11"":""Not True"",""Q12"":""Not True"",""Q13"":""Not True"",""Q14"":""Not True"",""Q15"":""Not True"",""Q16"":""Not True"",""Q17"":""Not True"",""Q18"":""Not True"",""Q19"":""Not True"",""Q20"":""Not True"",""Q21"":""Not True"",""Q22"":""Not True"",""Q23"":""Not True"",""Q24"":""Not True"",""Q25"":""Not True"",""Q26"":""Not True"",""Q27"":""Not True"",""Q28"":""Not True"",""Q29"":""Not True"",""Q30"":""Not True"",""Q31"":""Not True"",""Q32"":""Not True"",""Q33"":""Not True"",""Q34"":""Not True"",""Q35"":""Not True"",""Q36"":""Not True"",""Q37"":""Not True"",""Q38"":""Not True"",""Q39"":""Not True"",""Q40"":""Not True"",""Q41"":""Not True"",""Q42"":""Not True"",""Q43"":""Not True"",""Q44"":""Not True"",""Q45"":""Not True"",""Q46"":""Not True"",""Q47"":""Not True"",""Q48"":""Not True"",""Q49"":""Not True"",""Q50"":""Not True"",""Q51"":""Not True"",""Q52"":""Not True"",""Q53"":""Not True"",""Q54"":""Not True"",""Q55"":""Not True"",""Q56"":""Not True"",""Q57"":""Not True"",""Q58"":""Not True"",""Q59"":""Not True"",""Q60"":""Not True"",""Q61"":""Not True"",""Q62"":""Not True"",""Q63"":""Not True"",""Q64"":""Not True"",""Q65"":""Sometimes True""}","survey-multi-choice","203","1280483","0.0-103.0","uct298w7d1","","","","","[""https://raw.githubusercontent.com/annapusok731/lookit-stimuli-template/master/test_stimuli/bridget_alexis1.jpg"",""https://raw.githubusercontent.com/annapusok731/lookit-stimuli-template/master/test_stimuli/bridget_bridget1.jpg""]","","","","","","","","","","","","","","","[0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64]","","","","",""
"3058","
            <h1>Demographics</h1>
            <div class=""demographics-form"">
                <div class=""form-group"">
                    <label for=""age"">What is your age?</label>
                    <input type=""text"" id=""age"" name=""age"" placeholder=""Enter your age in years"" required>
                </div>
                
                <div class=""form-group"">
                    <label>What is your race/ethnicity?</label>
                    <label class=""radio-option""><input type=""radio"" name=""race_ethnicity"" value=""American Indian or Alaska Native"" required> American Indian or Alaska Native</label>
                    <label class=""radio-option""><input type=""radio"" name=""race_ethnicity"" value=""Asian""> Asian</label>
                    <label class=""radio-option""><input type=""radio"" name=""race_ethnicity"" value=""Black or African American""> Black or African American</label>
                    <label class=""radio-option""><input type=""radio"" name=""race_ethnicity"" value=""Hispanic or Latino""> Hispanic or Latino</label>
                    <label class=""radio-option""><input type=""radio"" name=""race_ethnicity"" value=""Native Hawaiian or Other Pacific Islander""> Native Hawaiian or Other Pacific Islander</label>
                    <label class=""radio-option""><input type=""radio"" name=""race_ethnicity"" value=""White""> White</label>
                    <label class=""radio-option""><input type=""radio"" name=""race_ethnicity"" value=""Other""> Other</label>
                </div>
                
                <div class=""form-group"">
                    <label>What is your sex?</label>
                    <label class=""radio-option""><input type=""radio"" name=""sex"" value=""Male"" required> Male</label>
                    <label class=""radio-option""><input type=""radio"" name=""sex"" value=""Female""> Female</label>
                    <label class=""radio-option""><input type=""radio"" name=""sex"" value=""Non-binary""> Non-binary</label>
                    <label class=""radio-option""><input type=""radio"" name=""sex"" value=""Prefer not to say""> Prefer not to say</label>
                    <label class=""radio-option""><input type=""radio"" name=""sex"" value=""Other""> Other</label>
                </div>
                
                <div class=""form-group"">
                    <label>What is your highest level of education?</label>
                    <label class=""radio-option""><input type=""radio"" name=""education"" value=""Less than high school"" required> Less than high school</label>
                    <label class=""radio-option""><input type=""radio"" name=""education"" value=""High school graduate (or equivalent)""> High school graduate (or equivalent)</label>
                    <label class=""radio-option""><input type=""radio"" name=""education"" value=""Some college, no degree""> Some college, no degree</label>
                    <label class=""radio-option""><input type=""radio"" name=""education"" value=""Associate's degree""> Associate's degree</label>
                    <label class=""radio-option""><input type=""radio"" name=""education"" value=""Bachelor's degree""> Bachelor's degree</label>
                    <label class=""radio-option""><input type=""radio"" name=""education"" value=""Master's degree""> Master's degree</label>
                    <label class=""radio-option""><input type=""radio"" name=""education"" value=""Professional degree (e.g., MD, JD)""> Professional degree (e.g., MD, JD)</label>
                    <label class=""radio-option""><input type=""radio"" name=""education"" value=""Doctorate degree (e.g., PhD)""> Doctorate degree (e.g., PhD)</label>
                </div>
                
                <div class=""form-group"">
                    <label>What best describes where you live?</label>
                    <label class=""radio-option""><input type=""radio"" name=""living_status"" value=""Urban"" required> Urban</label>
                    <label class=""radio-option""><input type=""radio"" name=""living_status"" value=""Suburban""> Suburban</label>
                    <label class=""radio-option""><input type=""radio"" name=""living_status"" value=""Rural""> Rural</label>
                </div>
            </div>
        ","0","html-button-response","204","1283543","0.0-104.0","uct298w7d1","","","","","[""https://raw.githubusercontent.com/annapusok731/lookit-stimuli-template/master/test_stimuli/bridget_alexis1.jpg"",""https://raw.githubusercontent.com/annapusok731/lookit-stimuli-template/master/test_stimuli/bridget_bridget1.jpg""]","","","","","","","","","","","","","","","","","","","",""
